LAHM AND ISSW RECALCULATED RESULTS
Generated (UTC): 2026-07-22T19:06:24.314414+00:00
Repository commit: de05c7c6c87d9536860621e0912516bc6a9dfe57

METHODS
LAHM: current LAHM/LAHM_analysis.ipynb and LAHM_library.py logic; LAHM unit 10; exponential fit A*(1-exp(-t/t0)) over array indices 40:160.
ISSW: current ISSW_Calibrate_IV.ipynb calibration followed by ISSW_Analyze_IV.ipynb retrieval logic; nucleopore UPS_INKStandards calibration.
Discovery: active filelist*.txt and spectrum_files.txt first blocks; LAHM Sandbox, checkpoints, filelist graveyard, Baker (old), and ISSW code_graveyard excluded.
Raw measurement files and original lists were not modified.

ISSW CALIBRATION PARAMETERS
calibration_folder	ISSW/UPS_INKStandards
filter_type	nucleopore
standards_used	B.10mL.txt; A.14mL.txt; C.20mL.txt; C.34mL.txt; C.50mL.txt
wavelength_1_nm	450
wavelength_2_nm	600
betabar_450_std	0.0622319314797
betabar_600_std	0.0549824449509
AAE_std	0.430524861106
p_L_450	6.25586229502 6.23233270294 -2.04196144985e-05
p_L_600	5.40369812817 7.86488658631 -6.66150850111e-06

LAHM RESULTS
sample_file	source_filelist	volume_mL	ugbasic_ug	ng_per_g	t0_s	status
LAHM/Rainier (UPS UPS UPS)/blankfilter.txt	LAHM/Rainier (UPS UPS UPS)/filelist_blank_and_dirt.txt	255	0.702406065456	2.75453359002	3.78558802659	OK
LAHM/Trial runs/LAHM_test_data.txt	LAHM/Trial runs/filelist.txt	100	12.3400894886	123.400894886	4.96899770563	OK
LAHM/Trial runs/Millipore blank.txt	LAHM/Trial runs/filelist.txt	100	0.717554492692	7.17554492692	4.38772605351	OK
LAHM/Ulyana ful/10 ug.txt	LAHM/Ulyana ful/filelist.txt	10	4.86639160801	486.639160801	5.55210499206	OK
LAHM/Ulyana ful/2 ug.txt	LAHM/Ulyana ful/filelist.txt	10	1.43078910736	143.078910736	6.41279999744	OK
LAHM/Ulyana ful/25 ug.txt	LAHM/Ulyana ful/filelist.txt	10	12.33713059	1233.713059	5.37322878412	OK
LAHM/Ulyana ful/40 ug.txt	LAHM/Ulyana ful/filelist.txt	10	21.1809539459	2118.09539459	5.21588518814	OK
LAHM/Ulyana ful/5 ug.txt	LAHM/Ulyana ful/filelist.txt	10	2.88026523094	288.026523094	5.74348597572	OK
LAHM/Ulyana ful/66 ug.txt	LAHM/Ulyana ful/filelist.txt	10	33.1813716473	3318.13716473	5.13313338285	OK

ISSW RESULTS
sample_file	source_spectrum_list	filter_type	L450_equiv	L600_equiv	AAE	status
ISSW/2026July7/NucFul/NucStd4.txt	ISSW/2026July7/NucFul/spectrum_files.txt	nucleopore	1.21548248639	1.23735582002	0.368527276981	OK
ISSW/2026July7/NucFul/NucStd5.txt	ISSW/2026July7/NucFul/spectrum_files.txt	nucleopore	1.09987045855	1.12372458389	0.355941550387	OK
ISSW/2026July7/NucFul/NucStd6.txt	ISSW/2026July7/NucFul/spectrum_files.txt	nucleopore	1.34083468963	1.36274253192	0.374188663617	OK
ISSW/2026July7/NucFul/NucStd7.txt	ISSW/2026July7/NucFul/spectrum_files.txt	nucleopore	2.26620561459	2.29887616474	0.380770346076	OK
ISSW/2026July7/NucInc/NucA14mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	1.01656105769	0.946170148428	0.67996092587	OK
ISSW/2026July7/NucInc/NucA17mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	0.517684632159	0.288834042676	2.4588541111	OK
ISSW/2026July7/NucInc/NucA24mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	2.81021450912	2.76611512018	0.485505576288	OK
ISSW/2026July7/NucInc/NucA28mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	2.06379963371	1.95333066029	0.621752695638	OK
ISSW/2026July7/NucInc/NucB10mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	0.763020621607	0.681446600169	0.823553057878	OK
ISSW/2026July7/NucInc/NucB5mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	0.740028997829	0.653473954892	0.862900410786	OK
ISSW/2026July7/NucInc/NucC10mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	0.897504318357	0.819475419846	0.746684736723	OK
ISSW/2026July7/NucInc/NucC20mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	1.33637453031	1.19920464849	0.806988461514	OK
ISSW/2026July7/NucInc/NucC34mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	3.79168109693	3.80929821229	0.414411608246	OK
ISSW/2026July7/NucInc/NucC40mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	5.50509394215	5.56026165534	0.395863915857	OK
ISSW/2026July7/NucInc/NucC50mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	8.5567827757	8.56769452584	0.426094956801	OK
ISSW/2026July7/NucInc/NucC5mL.txt	ISSW/2026July7/NucInc/spectrum_files.txt	nucleopore	0.633397681998	0.533155073416	1.0294017625	OK
ISSW/NuCStandards/NuC1.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	0.270521795577	0.216073052064	1.21172097029	OK
ISSW/NuCStandards/NuC10.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	6.21552931876	6.07570646799	0.509614307287	OK
ISSW/NuCStandards/NuC13.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	15.1194539198	13.7468720408	0.761344722708	OK
ISSW/NuCStandards/NuC15.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	21.9378469469	19.1488188869	0.90317259472	OK
ISSW/NuCStandards/NuC3.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	0.37573355493	0.320316137559	0.985206014308	OK
ISSW/NuCStandards/NuC6.txt	ISSW/NuCStandards/spectrum_files.txt	nucleopore	1.16973886246	1.14547711494	0.503380582567	OK
ISSW/Ponderosa pine pollen/PP2026-1.txt	ISSW/Ponderosa pine pollen/spectrum_files.txt	millipore	1.22044567164	0.459024479512	3.82965163465	OK
ISSW/Ponderosa pine pollen/PP2026-2.txt	ISSW/Ponderosa pine pollen/spectrum_files.txt	millipore	0.639497281706	0.272179794117	3.39984271732	OK
ISSW/Ponderosa pine pollen/PP2026-3.txt	ISSW/Ponderosa pine pollen/spectrum_files.txt	millipore	4.6795964023	1.542201031	4.28895517962	OK
ISSW/Rainier dirt/Rainier dirt 1.txt	ISSW/Rainier dirt/spectrum_files.txt	millipore	1.24099555101	0.883139122997	1.61303321804	OK
ISSW/Rainier dirt/Rainier dirt 2.txt	ISSW/Rainier dirt/spectrum_files.txt	millipore	2.95621614428	2.24607788627	1.38548387234	OK
ISSW/Rainier dirt/Rainier dirt 3.txt	ISSW/Rainier dirt/spectrum_files.txt	millipore	1.64548722964	1.30687075279	1.23141240106	OK
ISSW/Rainier_and_MtCook_comparison/MtCook.txt	ISSW/Rainier_and_MtCook_comparison/spectrum_files.txt	millipore	9.08187541258	6.07262402812	1.82960372914	OK
ISSW/Rainier_and_MtCook_comparison/Rainier.txt	ISSW/Rainier_and_MtCook_comparison/spectrum_files.txt	millipore	10.3468404775	7.25311938742	1.66539349767	OK
ISSW/UCBoulder/Adams_1/MtAdamsSummit.txt	ISSW/UCBoulder/Adams_1/spectrum_files.txt	millipore	23.1234895352	8.93676278036	3.73512961892	OK
ISSW/UCBoulder/Baker_1/MtBakerCrater06-25-25.txt	ISSW/UCBoulder/Baker_1/spectrum_files.txt	millipore	13.1979275861	8.97559108636	1.77072316237	OK
ISSW/UCBoulder/Baker_1/MtBakerCrater07-10-25.txt	ISSW/UCBoulder/Baker_1/spectrum_files.txt	millipore	14.8834941739	5.47354890186	3.90771625162	OK
ISSW/UCBoulder/Baker_1/MtBakerSummit05-23-24.txt	ISSW/UCBoulder/Baker_1/spectrum_files.txt	millipore	1.37005172848	0.826331763973	2.18804637656	OK
ISSW/UCBoulder/Baker_1/MtBakerSummit06-25-25.txt	ISSW/UCBoulder/Baker_1/spectrum_files.txt	millipore	12.973081038	7.97459515644	2.12202977063	OK
ISSW/UCBoulder/Baker_1/MtBakerSummit07-10-25.txt	ISSW/UCBoulder/Baker_1/spectrum_files.txt	millipore	15.0736353769	5.98026437381	3.64408082489	OK
ISSW/UCBoulder/Baker_2/Baker_crater_06-25-2532.txt	ISSW/UCBoulder/Baker_2/spectrum_files.txt	millipore	16.3528093382	6.80160699304	3.47986607762	OK
ISSW/UCBoulder/Baker_2/Baker_crater_07-10-2533.txt	ISSW/UCBoulder/Baker_2/spectrum_files.txt	millipore	15.5469705948	5.78555966951	3.86661211276	OK
ISSW/UCBoulder/Baker_2/Baker_summit_05-23-2430.txt	ISSW/UCBoulder/Baker_2/spectrum_files.txt	millipore	1.45116213105	0.905038320435	2.07172097127	OK
ISSW/UCBoulder/Baker_2/Baker_summit_06-25-2534.txt	ISSW/UCBoulder/Baker_2/spectrum_files.txt	millipore	13.3400730021	8.34192978125	2.06245809438	OK
ISSW/UCBoulder/Baker_2/Baker_summit_07-10-2531.txt	ISSW/UCBoulder/Baker_2/spectrum_files.txt	millipore	14.5500492831	6.02049058723	3.49788885898	OK
ISSW/UCBoulder/Misc_1/Greenland6-17-24.txt	ISSW/UCBoulder/Misc_1/spectrum_files.txt	millipore	5.26820299692	3.04553629694	2.33544824749	OK
ISSW/UCBoulder/Misc_1/Huann5-10-23.txt	ISSW/UCBoulder/Misc_1/spectrum_files.txt	millipore	0.634400012136	0.600225828364	0.62300722182	OK
ISSW/UCBoulder/Misc_1/MtCookNZ.txt	ISSW/UCBoulder/Misc_1/spectrum_files.txt	millipore	10.3559807641	8.08663366067	1.29033398653	OK
ISSW/UCBoulder/Misc_1/SaguanagTijxa2-20.txt	ISSW/UCBoulder/Misc_1/spectrum_files.txt	millipore	11.1574666732	5.49420357356	2.89301855686	OK
ISSW/UCBoulder/Rainier_1/MtRainierMuir06-2-25.txt	ISSW/UCBoulder/Rainier_1/spectrum_files.txt	millipore	8.67702619257	5.63528805967	1.93089850564	OK
ISSW/UCBoulder/Rainier_1/MtRainierMuir07-13-25.txt	ISSW/UCBoulder/Rainier_1/spectrum_files.txt	millipore	7.47125754757	5.16280153375	1.71522071708	OK
ISSW/UCBoulder/Rainier_1/MtRainierSummit06-2-25.txt	ISSW/UCBoulder/Rainier_1/spectrum_files.txt	millipore	1.73696813814	1.30125794248	1.43444455945	OK
ISSW/UCBoulder/Rainier_1/MtRainierSummit08-25-25.txt	ISSW/UCBoulder/Rainier_1/spectrum_files.txt	millipore	5.68350488065	3.36837178907	2.24898582901	OK
ISSW/UCBoulder/Rainier_1/Rainier80.txt	ISSW/UCBoulder/Rainier_1/spectrum_files.txt	millipore	10.2021825206	7.17807260612	1.65260574801	OK
ISSW/UCBoulder/Rainier_2/Rainier_muir_06-25-25.txt	ISSW/UCBoulder/Rainier_2/spectrum_files.txt	millipore	8.62599530848	5.49711702701	1.99668632748	OK
ISSW/UCBoulder/Rainier_2/Rainier_muir_07-13-25.txt	ISSW/UCBoulder/Rainier_2/spectrum_files.txt	millipore	6.15563830736	3.99740817623	1.93121713894	OK
ISSW/UCBoulder/Rainier_2/Rainier_summit_06-25-25.txt	ISSW/UCBoulder/Rainier_2/spectrum_files.txt	millipore	1.60128144901	1.1872946459	1.47030776995	OK
ISSW/UCBoulder/Rainier_2/Rainier_summit_08-25-25.txt	ISSW/UCBoulder/Rainier_2/spectrum_files.txt	millipore	4.75070918248	2.7163340356	2.37367937716	OK
ISSW/UPS_2016Chile/CH16017.txt	ISSW/UPS_2016Chile/spectrum_files.txt	nucleopore	96.1358718955	39.0089922993	3.56582739859	OK
ISSW/UPS_2016Chile/CH16103.txt	ISSW/UPS_2016Chile/spectrum_files.txt	nucleopore	5.42123367273	3.84136927376	1.62800830789	OK
ISSW/UPS_INKStandards/A.14mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	0.978100123829	0.890198741468	0.757855991884	OK
ISSW/UPS_INKStandards/B.10mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	0.736622668841	0.623126461473	1.01216100886	OK
ISSW/UPS_INKStandards/C.20mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	2.97682406676	2.97529079867	0.43231573085	OK
ISSW/UPS_INKStandards/C.34mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	6.2409649002	6.34620116379	0.372399619058	OK
ISSW/UPS_INKStandards/C.50mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	11.8416843854	11.8017979196	0.442253070834	OK
ISSW/UPS_INKStandards/C.57mL.txt	ISSW/UPS_INKStandards/spectrum_files.txt	nucleopore	28.2285261958	25.2149030254	0.822964415322	OK
ISSW/UPS_Rainier2025-07-03-01/1A.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	11.9454018072	8.38980421412	1.65871829952	OK
ISSW/UPS_Rainier2025-07-03-01/1B.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	7.67400365418	5.17749987493	1.79841050833	OK
ISSW/UPS_Rainier2025-07-03-01/2A.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	3.53030716618	2.61884417148	1.46865635126	OK
ISSW/UPS_Rainier2025-07-03-01/3A.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	3.88198804633	2.59830542163	1.82612080645	OK
ISSW/UPS_Rainier2025-07-03-01/4A.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	6.7457066194	4.60460885011	1.75785303639	OK
ISSW/UPS_Rainier2025-07-03-01/5A.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	6.81104602058	4.88812524422	1.58366194009	OK
ISSW/UPS_Rainier2025-07-03-01/6.txt	ISSW/UPS_Rainier2025-07-03-01/spectrum_files.txt	millipore	6.31194471563	4.98982649683	1.2475472216	OK
ISSW/Ulyana ful/10 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	7.19333078532	8.1484654094	-0.00285389688464	OK
ISSW/Ulyana ful/2 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	1.03042454141	0.917498091435	0.834010805466	OK
ISSW/Ulyana ful/25 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	10.5806918396	20.8939692793	-1.93468943517	OK
ISSW/Ulyana ful/40 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	12.289117882	32.4480283267	-2.94447006625	OK
ISSW/Ulyana ful/5 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	2.71487099204	2.91032092088	0.188872953199	OK
ISSW/Ulyana ful/66 ug.txt	ISSW/Ulyana ful/spectrum_files.txt	millipore	12.2771638585	36.5460003985	-3.36126794266	OK

SUMMARY
LAHM successful	134
LAHM failed	0
ISSW successful	75
ISSW failed	0
